session_id,player_id,session_date,session_length_min,levels_completed
S0000698,P00090,2025-10-30,31,2
S0000699,P00090,2025-10-31,34,3
S0000700,P00090,2025-11-02,34,1
S0000701,P00090,2025-11-05,30,3
S0000702,P00090,2025-11-05,39,3
S0000703,P00090,2025-11-07,36,2
S0000704,P00090,2025-11-09,33,2
S0000705,P00090,2025-11-11,46,5
S0000706,P00090,2025-11-12,43,4
S0000707,P00091,2025-12-16,39,1
S0000708,P00091,2025-12-18,41,5
S0000709,P00091,2025-12-19,27,5
S0000710,P00091,2025-12-20,48,3
S0000711,P00091,2025-12-22,27,3
S0000712,P00091,2025-12-25,41,3
S0000713,P00091,2026-01-01,49,3
S0000714,P00092,2025-10-11,15,0
S0000715,P00092,2025-10-13,22,1
S0000716,P00092,2025-10-13,7,0
S0000717,P00092,2025-10-13,19,2
S0000718,P00093,2025-12-18,80,6
S0000719,P00093,2025-12-19,52,4
S0000720,P00093,2025-12-25,67,6
S0000721,P00093,2025-12-28,73,6
S0000722,P00093,2025-12-28,55,5
S0000723,P00094,2025-12-04,16,3
S0000724,P00094,2025-12-07,42,2
S0000725,P00094,2025-12-13,58,6
S0000726,P00094,2025-12-21,55,5
S0000727,P00094,2025-12-29,44,5
S0000728,P00094,2026-01-02,38,3
S0000729,P00094,2026-01-07,36,3
S0000730,P00094,2026-01-11,34,2
S0000731,P00095,2025-12-30,36,2
S0000732,P00095,2026-01-01,31,3
S0000733,P00095,2026-01-20,23,2
S0000734,P00096,2025-12-19,81,9
S0000735,P00096,2025-12-21,66,8
S0000736,P00096,2025-12-22,102,8
S0000737,P00096,2025-12-23,68,7
S0000738,P00096,2025-12-25,82,8
S0000739,P00096,2025-12-26,87,6
S0000740,P00096,2025-12-29,72,5
S0000741,P00096,2025-12-29,68,5
S0000742,P00096,2025-12-29,82,6
S0000743,P00097,2025-12-12,21,0
S0000744,P00097,2025-12-22,15,0
S0000745,P00097,2026-01-05,20,1
S0000746,P00097,2026-01-05,6,1
S0000747,P00097,2026-01-10,6,1
S0000748,P00098,2025-11-24,10,1
S0000749,P00098,2025-11-24,35,4
S0000750,P00098,2025-11-28,35,4
S0000751,P00098,2025-11-30,10,2
S0000752,P00098,2025-11-30,22,2
S0000753,P00098,2025-12-01,24,5
S0000754,P00098,2025-12-01,18,2
S0000755,P00098,2025-12-02,32,3
S0000756,P00098,2025-12-05,26,2
S0000757,P00098,2025-12-08,29,2
S0000758,P00098,2025-12-10,5,2
S0000759,P00098,2025-12-10,18,3
S0000760,P00098,2025-12-20,24,2
S0000761,P00099,2025-12-22,39,1
S0000762,P00099,2025-12-25,30,2
S0000763,P00099,2025-12-28,33,5
S0000764,P00099,2026-01-17,52,3
S0000765,P00100,2025-10-16,86,7
S0000766,P00100,2025-10-16,63,6
S0000767,P00100,2025-10-17,82,7
S0000768,P00100,2025-10-17,71,7
S0000769,P00100,2025-10-19,64,5
S0000770,P00101,2025-11-27,59,4
S0000771,P00101,2025-11-28,48,6
S0000772,P00101,2025-11-28,43,6
S0000773,P00101,2025-11-29,31,3
S0000774,P00101,2025-12-05,65,5
S0000775,P00101,2025-12-18,39,3
S0000776,P00102,2025-10-07,29,4
S0000777,P00102,2025-10-09,31,4
S0000778,P00102,2025-10-13,34,3
S0000779,P00102,2025-10-13,30,0
S0000780,P00102,2025-10-22,35,2
S0000781,P00102,2025-10-22,23,2
S0000782,P00102,2025-10-23,7,0
S0000783,P00103,2026-01-11,57,5
S0000784,P00103,2026-01-14,31,1
S0000785,P00103,2026-01-14,51,3
S0000786,P00103,2026-01-15,28,3
S0000787,P00103,2026-01-18,56,3
S0000788,P00103,2026-01-20,34,3
S0000789,P00103,2026-01-20,37,2
S0000790,P00103,2026-01-21,29,4
S0000791,P00103,2026-01-22,23,1
S0000792,P00103,2026-01-22,32,6
S0000793,P00103,2026-01-24,40,4
S0000794,P00103,2026-01-25,43,3
S0000795,P00103,2026-01-26,22,1
S0000796,P00103,2026-01-26,50,3
S0000797,P00103,2026-01-28,32,2
S0000798,P00104,2025-10-08,17,0
S0000799,P00104,2025-10-09,25,1
S0000800,P00104,2025-10-09,33,1
S0000801,P00104,2025-10-11,13,0
S0000802,P00104,2025-10-13,18,0
S0000803,P00104,2025-10-13,18,2
S0000804,P00104,2025-10-22,33,3
S0000805,P00104,2025-10-22,23,1
S0000806,P00104,2025-10-27,31,2
S0000807,P00104,2025-10-30,18,4
S0000808,P00104,2025-12-04,20,1
S0000809,P00104,2025-12-21,22,1
S0000810,P00105,2025-12-24,9,0
S0000811,P00107,2026-01-06,21,1
S0000812,P00107,2026-01-08,40,4
S0000813,P00107,2026-01-09,39,5
S0000814,P00107,2026-01-10,24,1
S0000815,P00107,2026-01-16,39,1
S0000816,P00107,2026-01-16,59,5
S0000817,P00107,2026-01-22,31,4
S0000818,P00107,2026-01-23,44,4
S0000819,P00107,2026-01-31,22,2
S0000820,P00108,2026-01-29,33,3
S0000821,P00108,2026-01-29,32,2
S0000822,P00108,2026-01-31,31,5
S0000823,P00109,2025-10-28,55,6
S0000824,P00109,2025-10-29,74,5
S0000825,P00109,2025-10-30,50,4
S0000826,P00109,2025-10-31,87,7
S0000827,P00109,2025-11-01,74,6
S0000828,P00109,2025-11-02,61,5
S0000829,P00109,2025-11-07,52,4
S0000830,P00109,2025-11-11,42,3
S0000831,P00109,2025-11-14,58,5
S0000832,P00109,2025-11-16,58,3
S0000833,P00109,2025-11-26,50,4
S0000834,P00109,2025-11-29,58,3
S0000835,P00109,2025-11-29,56,1
S0000836,P00109,2025-12-19,63,7
S0000837,P00109,2025-12-19,88,8
S0000838,P00110,2025-11-01,33,4
S0000839,P00110,2025-11-03,16,1
S0000840,P00110,2025-11-06,40,1
S0000841,P00110,2025-11-09,37,4
S0000842,P00110,2025-11-12,51,2
S0000843,P00110,2025-11-12,27,3
S0000844,P00110,2025-11-16,41,4
S0000845,P00110,2025-11-17,45,2
S0000846,P00110,2025-12-02,42,3
S0000847,P00111,2025-10-13,29,1
S0000848,P00111,2025-10-19,31,2
S0000849,P00111,2025-10-22,38,4
S0000850,P00111,2025-10-24,35,2
S0000851,P00111,2025-10-24,30,3
S0000852,P00111,2025-10-31,38,2
S0000853,P00111,2025-11-05,28,3
S0000854,P00111,2025-11-05,31,5
S0000855,P00112,2026-01-29,32,2
S0000856,P00112,2026-01-30,30,2
S0000857,P00112,2026-01-31,32,2
S0000858,P00113,2025-11-13,58,5
S0000859,P00113,2025-11-15,51,4
S0000860,P00113,2025-11-18,47,6
S0000861,P00113,2025-11-18,29,2
S0000862,P00113,2025-11-22,32,4
S0000863,P00113,2025-11-27,42,3
S0000864,P00113,2025-12-05,48,4
S0000865,P00114,2025-12-03,61,5
S0000866,P00114,2025-12-05,51,4
S0000867,P00114,2025-12-05,60,5
S0000868,P00114,2025-12-08,51,5
S0000869,P00114,2025-12-09,56,4
S0000870,P00114,2025-12-12,70,5
S0000871,P00114,2025-12-13,36,2
S0000872,P00114,2025-12-13,36,3
S0000873,P00114,2025-12-18,39,2
S0000874,P00114,2025-12-20,58,3
S0000875,P00114,2025-12-22,39,2
S0000876,P00114,2026-01-06,52,5
S0000877,P00114,2026-01-16,62,5
S0000878,P00114,2026-01-21,33,2
S0000879,P00115,2026-01-27,19,4
S0000880,P00115,2026-01-29,29,4
S0000881,P00115,2026-01-30,35,5
S0000882,P00115,2026-01-30,28,3
S0000883,P00115,2026-01-31,31,2
S0000884,P00116,2025-10-15,16,4
S0000885,P00116,2025-10-16,10,2
S0000886,P00116,2025-10-17,14,1
S0000887,P00116,2025-10-21,11,1
S0000888,P00116,2025-10-24,13,2
S0000889,P00117,2025-11-10,31,3
S0000890,P00117,2025-11-11,22,2
S0000891,P00117,2025-11-11,55,6
S0000892,P00117,2025-11-12,33,4
S0000893,P00117,2025-11-12,45,4
S0000894,P00117,2025-11-13,18,3
S0000895,P00117,2025-11-15,32,3
S0000896,P00117,2025-11-15,52,6
S0000897,P00117,2025-11-20,40,4
S0000898,P00117,2025-11-21,23,2
S0000899,P00117,2025-11-24,35,3
S0000900,P00117,2025-12-02,21,2
S0000901,P00117,2025-12-04,38,4
S0000902,P00117,2025-12-04,50,5
S0000903,P00117,2025-12-10,45,6
S0000904,P00118,2025-11-08,26,2
S0000905,P00118,2025-11-09,19,1
S0000906,P00118,2025-11-13,16,0
S0000907,P00118,2025-12-01,30,3
S0000908,P00119,2026-01-10,30,5
S0000909,P00119,2026-01-10,33,3
S0000910,P00119,2026-01-12,24,3
S0000911,P00119,2026-01-13,30,1
S0000912,P00119,2026-01-14,55,3
S0000913,P00119,2026-01-16,40,4
S0000914,P00119,2026-01-18,35,5
S0000915,P00119,2026-01-18,30,3
S0000916,P00119,2026-01-26,31,2
S0000917,P00120,2025-11-19,29,3
S0000918,P00120,2025-11-24,28,2
S0000919,P00120,2025-11-27,49,3
S0000920,P00120,2025-11-27,43,2
S0000921,P00120,2025-11-28,44,3
S0000922,P00120,2025-12-14,35,3
S0000923,P00120,2025-12-14,59,4
S0000924,P00120,2025-12-18,32,2
S0000925,P00121,2025-12-14,45,4
S0000926,P00121,2025-12-26,37,2
S0000927,P00121,2026-01-01,32,3
S0000928,P00121,2026-01-02,34,3
S0000929,P00122,2025-10-08,19,2
S0000930,P00122,2025-10-10,23,2
S0000931,P00122,2025-10-22,23,1
S0000932,P00123,2025-12-04,72,5
S0000933,P00123,2025-12-05,36,2
S0000934,P00123,2025-12-26,35,4
S0000935,P00123,2025-12-26,58,4
S0000936,P00123,2025-12-27,48,5
S0000937,P00124,2025-11-16,49,3
S0000938,P00124,2025-11-16,64,5
S0000939,P00124,2025-11-17,60,4
S0000940,P00124,2025-11-24,62,6
S0000941,P00125,2026-01-05,45,4
S0000942,P00125,2026-01-06,41,3
S0000943,P00125,2026-01-08,27,3
S0000944,P00125,2026-01-13,38,2
S0000945,P00125,2026-01-14,29,2
S0000946,P00125,2026-01-17,32,3
S0000947,P00125,2026-01-29,32,3
S0000948,P00126,2025-10-19,27,3
S0000949,P00126,2025-10-21,44,4
S0000950,P00126,2025-10-25,63,5
S0000951,P00126,2025-10-26,70,6
S0000952,P00126,2025-10-27,28,3
S0000953,P00126,2025-10-28,59,6
S0000954,P00126,2025-10-31,45,3
S0000955,P00126,2025-11-05,54,3
S0000956,P00126,2025-11-06,43,5
S0000957,P00126,2025-11-06,48,5
S0000958,P00126,2025-11-09,61,6
S0000959,P00127,2025-10-24,24,3
S0000960,P00127,2025-10-28,29,1
S0000961,P00127,2025-10-28,25,4
S0000962,P00127,2025-10-31,19,2
S0000963,P00127,2025-11-02,30,3
S0000964,P00128,2025-12-24,36,3
S0000965,P00128,2025-12-25,33,4
S0000966,P00128,2025-12-30,47,4
S0000967,P00128,2026-01-09,43,5
S0000968,P00129,2026-01-27,32,2
S0000969,P00130,2026-01-05,18,4
S0000970,P00130,2026-01-06,43,4
S0000971,P00130,2026-01-08,58,5
S0000972,P00130,2026-01-09,18,2
S0000973,P00130,2026-01-10,14,1
S0000974,P00130,2026-01-14,49,3
S0000975,P00130,2026-01-18,45,4
S0000976,P00130,2026-01-29,33,2
S0000977,P00131,2025-11-14,26,1
S0000978,P00131,2025-11-21,27,0
S0000979,P00131,2025-11-28,21,4
S0000980,P00131,2025-12-07,19,4
S0000981,P00132,2025-11-18,7,0
S0000982,P00132,2025-11-30,23,0
S0000983,P00133,2026-01-07,39,2
S0000984,P00133,2026-01-07,34,2
S0000985,P00133,2026-01-09,41,3
S0000986,P00133,2026-01-09,56,5
S0000987,P00133,2026-01-11,54,3
S0000988,P00133,2026-01-12,44,5
S0000989,P00133,2026-01-13,45,1
S0000990,P00133,2026-01-14,51,5
S0000991,P00133,2026-01-14,56,2
S0000992,P00133,2026-01-17,49,6
S0000993,P00133,2026-01-20,39,3
S0000994,P00133,2026-01-30,65,4
S0000995,P00134,2025-11-04,26,2
S0000996,P00134,2025-11-08,25,0
S0000997,P00134,2025-11-08,23,1
S0000998,P00134,2025-11-12,22,1
S0000999,P00134,2025-11-13,26,4
S0001000,P00134,2025-11-15,26,0
S0001001,P00134,2025-11-18,15,2
S0001002,P00134,2025-11-21,35,1
S0001003,P00134,2025-12-11,37,3
S0001004,P00135,2025-11-16,22,2
S0001005,P00135,2025-11-16,46,1
S0001006,P00135,2025-11-16,41,2
S0001007,P00135,2025-12-03,30,4
S0001008,P00135,2025-12-09,26,2
S0001009,P00135,2025-12-14,45,4
S0001010,P00135,2025-12-14,43,0
S0001011,P00136,2025-11-15,55,4
S0001012,P00136,2025-11-16,44,2
S0001013,P00136,2025-11-22,65,6
S0001014,P00136,2025-11-22,58,3
S0001015,P00136,2025-11-23,44,5
S0001016,P00136,2025-11-24,51,3
S0001017,P00136,2025-12-06,59,7
S0001018,P00136,2025-12-18,42,2
S0001019,P00136,2025-12-19,50,6
S0001020,P00137,2025-12-10,48,3
S0001021,P00137,2025-12-12,66,6
S0001022,P00137,2025-12-13,34,3
S0001023,P00137,2025-12-15,77,6
S0001024,P00137,2025-12-17,33,1
S0001025,P00137,2025-12-19,48,6
S0001026,P00137,2025-12-21,39,3
S0001027,P00138,2025-10-23,23,1
S0001028,P00138,2025-10-23,41,4
S0001029,P00138,2025-10-24,44,3
S0001030,P00138,2025-11-01,40,3
S0001031,P00138,2025-11-26,40,5
S0001032,P00138,2025-11-26,36,4
S0001033,P00139,2025-11-07,23,3
S0001034,P00139,2025-11-07,19,2
S0001035,P00139,2025-11-08,29,2
S0001036,P00139,2025-11-08,19,1
S0001037,P00139,2025-11-13,29,3
S0001038,P00139,2025-11-14,30,4
S0001039,P00139,2025-11-18,14,1
S0001040,P00139,2025-12-21,27,2
S0001041,P00140,2025-12-03,66,7
S0001042,P00140,2025-12-03,55,3
S0001043,P00140,2025-12-05,60,4
S0001044,P00140,2025-12-06,59,6
S0001045,P00140,2025-12-07,63,4
S0001046,P00140,2025-12-16,50,3
S0001047,P00140,2025-12-30,46,2
S0001048,P00140,2026-01-06,68,5
S0001049,P00142,2025-11-16,13,0
S0001050,P00142,2025-11-18,31,2
S0001051,P00142,2025-11-19,39,2
S0001052,P00142,2025-11-20,32,0
S0001053,P00142,2025-11-26,25,4
S0001054,P00142,2025-11-29,46,2
S0001055,P00142,2025-12-01,29,1
S0001056,P00142,2025-12-20,54,4
S0001057,P00142,2025-12-21,29,3
S0001058,P00143,2025-10-03,28,2
S0001059,P00143,2025-10-18,21,1
S0001060,P00144,2025-10-08,15,0
S0001061,P00144,2025-10-08,21,2
S0001062,P00144,2025-10-10,17,1
S0001063,P00144,2025-10-12,33,4
S0001064,P00144,2025-10-19,35,3
S0001065,P00144,2025-10-26,14,3
S0001066,P00145,2025-10-26,30,2
S0001067,P00145,2025-10-29,36,3
S0001068,P00145,2025-11-03,23,2
S0001069,P00145,2025-11-06,34,3
S0001070,P00145,2025-11-14,28,0
S0001071,P00145,2025-11-18,29,4
S0001072,P00146,2026-01-15,17,0
S0001073,P00146,2026-01-19,30,2
S0001074,P00146,2026-01-25,34,2
S0001075,P00146,2026-01-25,31,3
S0001076,P00146,2026-01-26,23,3
S0001077,P00146,2026-01-29,31,2
S0001078,P00146,2026-01-29,33,3
S0001079,P00146,2026-01-29,32,4
S0001080,P00147,2025-11-21,62,5
S0001081,P00147,2025-11-23,49,6
S0001082,P00147,2025-11-25,62,6
S0001083,P00147,2025-11-27,39,4
S0001084,P00147,2025-12-10,53,2
S0001085,P00147,2025-12-11,53,5
S0001086,P00147,2025-12-28,46,3
S0001087,P00147,2025-12-28,43,4
S0001088,P00148,2026-01-19,16,1
S0001089,P00148,2026-01-20,45,5
S0001090,P00148,2026-01-21,56,2
S0001091,P00149,2025-12-01,35,4
S0001092,P00149,2025-12-03,20,5
S0001093,P00149,2025-12-03,18,4
S0001094,P00149,2025-12-04,36,1
S0001095,P00149,2025-12-08,5,1
S0001096,P00149,2025-12-09,27,1
S0001097,P00149,2025-12-11,17,2
S0001098,P00150,2026-01-16,39,3
S0001099,P00150,2026-01-17,44,5
S0001100,P00150,2026-01-20,20,1
S0001101,P00150,2026-01-25,34,2
S0001102,P00150,2026-01-25,45,2
S0001103,P00150,2026-01-31,36,3
S0001104,P00151,2025-11-02,20,1
S0001105,P00151,2025-11-12,36,4
S0001106,P00152,2026-01-08,20,1
S0001107,P00152,2026-01-08,21,2
S0001108,P00152,2026-01-10,27,2
S0001109,P00153,2025-11-08,45,4
S0001110,P00153,2025-11-11,32,3
S0001111,P00153,2025-11-19,49,1
S0001112,P00153,2025-11-25,40,3
S0001113,P00153,2025-11-27,51,6
S0001114,P00153,2025-11-28,45,3
S0001115,P00153,2025-12-10,32,4
S0001116,P00154,2026-01-02,52,4
S0001117,P00154,2026-01-06,54,3
S0001118,P00154,2026-01-11,54,4
S0001119,P00154,2026-01-19,46,3
S0001120,P00155,2025-11-04,33,3
S0001121,P00156,2025-12-03,36,4
S0001122,P00156,2025-12-05,49,5
S0001123,P00156,2025-12-06,63,5
S0001124,P00156,2025-12-19,30,4
S0001125,P00156,2025-12-22,38,2
S0001126,P00156,2025-12-26,45,4
S0001127,P00156,2026-01-06,57,5
S0001128,P00157,2025-11-01,15,1
S0001129,P00157,2025-11-02,8,1
S0001130,P00157,2025-11-02,14,0
S0001131,P00157,2025-11-09,15,3
S0001132,P00158,2025-10-16,19,0
S0001133,P00158,2025-10-18,19,1
S0001134,P00158,2025-10-19,22,2
S0001135,P00158,2025-10-21,22,4
S0001136,P00158,2025-10-23,21,2
S0001137,P00158,2025-10-24,37,3
S0001138,P00158,2025-10-25,30,0
S0001139,P00159,2025-10-24,68,6
S0001140,P00159,2025-10-29,62,8
S0001141,P00160,2025-10-11,39,2
S0001142,P00160,2025-10-13,37,1
S0001143,P00160,2025-10-15,38,3
S0001144,P00160,2025-10-17,39,2
S0001145,P00160,2025-10-19,38,5
S0001146,P00160,2025-10-22,33,1
S0001147,P00160,2025-10-27,46,4
S0001148,P00160,2025-10-30,20,2
S0001149,P00160,2025-11-03,32,2
S0001150,P00160,2025-11-14,39,2
S0001151,P00160,2025-11-14,24,4
S0001152,P00160,2025-11-15,42,5
S0001153,P00161,2025-10-12,54,4
S0001154,P00161,2025-10-13,48,5
S0001155,P00161,2025-10-14,16,2
S0001156,P00161,2025-10-15,35,3
S0001157,P00161,2025-10-18,21,2
S0001158,P00161,2025-11-19,30,2
S0001159,P00162,2025-11-21,24,2
S0001160,P00162,2025-11-22,12,0
S0001161,P00162,2025-12-15,19,1
S0001162,P00163,2025-10-19,52,2
S0001163,P00163,2025-10-22,71,5
S0001164,P00163,2025-10-24,47,4
S0001165,P00163,2025-11-07,37,4
S0001166,P00164,2025-10-27,16,2
S0001167,P00164,2025-10-27,19,2
S0001168,P00164,2025-10-28,14,1
S0001169,P00164,2025-10-29,23,3
S0001170,P00164,2025-11-01,26,4
S0001171,P00164,2025-11-05,29,3
S0001172,P00164,2025-11-06,37,4
S0001173,P00164,2025-11-15,29,1
S0001174,P00164,2025-11-21,29,3
S0001175,P00165,2025-10-13,58,5
S0001176,P00165,2025-10-15,44,3
S0001177,P00165,2025-10-16,35,1
S0001178,P00165,2025-10-17,27,1
S0001179,P00165,2025-10-18,37,4
S0001180,P00165,2025-10-18,48,5
S0001181,P00165,2025-10-19,49,4
S0001182,P00165,2025-10-20,39,2
S0001183,P00165,2025-10-22,55,5
S0001184,P00166,2025-11-16,31,2
S0001185,P00166,2025-11-23,38,4
S0001186,P00166,2025-11-27,42,4
S0001187,P00166,2025-11-29,28,2
S0001188,P00166,2025-12-08,33,3
S0001189,P00166,2025-12-11,19,1
S0001190,P00166,2025-12-11,44,6
S0001191,P00166,2025-12-18,33,1
S0001192,P00166,2025-12-29,22,1
S0001193,P00167,2026-01-11,30,2
S0001194,P00167,2026-01-12,27,2
S0001195,P00167,2026-01-16,23,0
S0001196,P00167,2026-01-22,18,0
S0001197,P00168,2026-01-03,13,2
S0001198,P00168,2026-01-04,12,3
S0001199,P00168,2026-01-06,7,0
S0001200,P00168,2026-01-09,13,2
S0001201,P00168,2026-01-30,14,4
S0001202,P00170,2025-10-25,51,4
S0001203,P00170,2025-10-26,85,5
S0001204,P00170,2025-11-02,46,4
S0001205,P00170,2025-11-16,67,6
S0001206,P00171,2026-01-07,28,3
S0001207,P00171,2026-01-13,36,3
S0001208,P00171,2026-01-16,29,3
S0001209,P00172,2025-11-27,8,0
S0001210,P00172,2025-11-28,28,1
S0001211,P00172,2025-11-29,30,3
S0001212,P00172,2025-11-29,34,2
S0001213,P00172,2025-11-30,27,3
S0001214,P00172,2025-12-03,27,4
S0001215,P00172,2025-12-06,17,4
S0001216,P00172,2025-12-07,5,1
S0001217,P00172,2025-12-13,21,3
S0001218,P00173,2025-12-25,64,7
S0001219,P00173,2025-12-26,36,3
S0001220,P00173,2025-12-29,40,4
S0001221,P00173,2026-01-01,55,4
S0001222,P00173,2026-01-04,31,3
S0001223,P00173,2026-01-07,37,1
S0001224,P00173,2026-01-08,42,1
S0001225,P00173,2026-01-15,57,6
S0001226,P00173,2026-01-21,45,4
S0001227,P00173,2026-01-23,29,2
S0001228,P00173,2026-01-23,20,3
S0001229,P00173,2026-01-29,50,5
S0001230,P00174,2025-10-08,29,1
S0001231,P00174,2025-10-09,26,2
S0001232,P00174,2025-10-12,22,2
S0001233,P00174,2025-10-17,23,2
S0001234,P00174,2025-10-18,25,2
S0001235,P00174,2025-10-20,28,1
S0001236,P00175,2025-12-03,36,2
S0001237,P00175,2025-12-07,35,3
S0001238,P00175,2025-12-09,34,4
S0001239,P00175,2025-12-11,39,3
S0001240,P00175,2025-12-14,20,3
S0001241,P00175,2025-12-22,21,2
S0001242,P00175,2026-01-06,35,1
S0001243,P00175,2026-01-10,27,3
S0001244,P00176,2025-12-19,67,7
S0001245,P00176,2025-12-22,71,7
S0001246,P00176,2025-12-25,58,4
S0001247,P00176,2025-12-26,52,5
S0001248,P00176,2025-12-27,32,2
S0001249,P00177,2025-10-31,24,3
S0001250,P00177,2025-11-02,24,2
S0001251,P00177,2025-11-03,20,0
S0001252,P00177,2025-11-06,53,4
S0001253,P00177,2025-11-27,20,4
S0001254,P00177,2025-12-01,37,4
S0001255,P00178,2026-01-03,42,4
S0001256,P00178,2026-01-05,51,4
S0001257,P00178,2026-01-08,36,3
S0001258,P00178,2026-01-10,47,4
S0001259,P00178,2026-01-18,37,4
S0001260,P00178,2026-01-20,50,3
S0001261,P00178,2026-01-22,44,2
S0001262,P00179,2026-01-08,6,3
S0001263,P00179,2026-01-08,17,2
S0001264,P00179,2026-01-09,34,3
S0001265,P00179,2026-01-14,23,3
S0001266,P00179,2026-01-14,18,2
S0001267,P00179,2026-01-16,12,3
S0001268,P00179,2026-01-19,14,1
S0001269,P00179,2026-01-20,20,2
S0001270,P00179,2026-01-25,5,1
S0001271,P00180,2025-11-15,21,2
S0001272,P00180,2025-11-18,26,1
S0001273,P00180,2025-11-21,14,3
S0001274,P00181,2026-01-13,23,2
S0001275,P00181,2026-01-17,26,4
S0001276,P00181,2026-01-19,15,2
S0001277,P00181,2026-01-26,24,3
S0001278,P00181,2026-01-29,10,3
S0001279,P00182,2026-01-26,37,3
S0001280,P00182,2026-01-29,12,1
S0001281,P00182,2026-01-30,24,1
S0001282,P00183,2025-10-17,38,2
S0001283,P00183,2025-10-17,44,3
S0001284,P00183,2025-10-18,32,3
S0001285,P00183,2025-10-19,50,3
S0001286,P00183,2025-10-21,23,4
S0001287,P00183,2025-10-23,34,3
S0001288,P00183,2025-10-23,27,4
S0001289,P00183,2025-10-26,24,3
S0001290,P00183,2025-10-26,54,7
S0001291,P00183,2025-10-30,23,1
S0001292,P00183,2025-10-31,20,3
S0001293,P00183,2025-11-13,49,5
S0001294,P00183,2025-11-19,56,4
S0001295,P00183,2025-11-20,34,3
S0001296,P00183,2025-12-05,10,0
S0001297,P00183,2025-12-05,31,0
S0001298,P00184,2025-11-05,43,3
S0001299,P00184,2025-11-06,38,4
S0001300,P00184,2025-11-10,62,4
S0001301,P00185,2025-10-11,16,2
S0001302,P00185,2025-10-12,12,0
S0001303,P00185,2025-10-16,5,0
S0001304,P00185,2025-11-05,27,2
S0001305,P00186,2025-11-12,17,1
S0001306,P00186,2025-11-18,30,4
S0001307,P00186,2025-11-19,21,3
S0001308,P00186,2025-11-26,5,0
S0001309,P00187,2025-10-24,48,4
S0001310,P00187,2025-10-26,34,4
S0001311,P00187,2025-10-28,39,2
S0001312,P00187,2025-10-29,34,2
S0001313,P00187,2025-10-29,51,5
S0001314,P00187,2025-10-31,45,6
S0001315,P00187,2025-11-02,41,2
S0001316,P00187,2025-11-06,41,4
S0001317,P00187,2025-11-08,55,6
S0001318,P00187,2025-11-09,44,4
S0001319,P00187,2025-11-21,42,3
S0001320,P00187,2025-12-19,53,4
S0001321,P00188,2025-11-03,20,0
S0001322,P00188,2025-11-03,31,4
S0001323,P00188,2025-11-18,36,3
S0001324,P00188,2025-11-26,26,1
S0001325,P00188,2025-11-28,27,4
S0001326,P00188,2025-12-03,20,1
S0001327,P00188,2025-12-20,30,4
S0001328,P00189,2025-11-23,49,5
S0001329,P00189,2025-11-25,40,4
S0001330,P00189,2025-11-25,51,5
S0001331,P00189,2025-11-28,39,5
S0001332,P00189,2025-11-29,48,4
S0001333,P00189,2025-12-01,69,5
S0001334,P00189,2025-12-01,81,8
S0001335,P00189,2025-12-03,23,2
S0001336,P00189,2025-12-03,38,5
S0001337,P00189,2025-12-05,54,5
S0001338,P00190,2025-10-28,19,1
S0001339,P00190,2025-10-31,18,2
S0001340,P00190,2025-11-05,6,1
S0001341,P00190,2025-11-13,17,2
S0001342,P00190,2025-11-27,6,0
S0001343,P00190,2025-11-29,15,0
S0001344,P00191,2025-10-21,24,1
S0001345,P00191,2025-10-23,29,2
S0001346,P00191,2025-10-25,37,2
S0001347,P00191,2025-11-02,48,5
S0001348,P00191,2025-11-06,29,4
S0001349,P00191,2025-11-10,25,5
S0001350,P00191,2025-11-15,27,2
S0001351,P00192,2026-01-06,62,6
S0001352,P00192,2026-01-07,30,1
S0001353,P00192,2026-01-10,43,6
S0001354,P00192,2026-01-13,40,3
S0001355,P00192,2026-01-14,39,3
S0001356,P00192,2026-01-16,46,2
S0001357,P00192,2026-01-19,41,0
S0001358,P00192,2026-01-19,46,2
S0001359,P00192,2026-01-22,51,4
S0001360,P00192,2026-01-22,38,3
S0001361,P00192,2026-01-26,23,3
S0001362,P00192,2026-01-30,36,3
S0001363,P00193,2025-10-31,52,3
